_id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,target
a35f4b8f1cdaea38277dc6a0f36d70fb,51,blue-collar,married,university.degree,no,no,no,cellular,may,fri,153,4,999,2,failure,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0
8aee83ad06599582e5760d5fdda6d103,74,retired,married,basic.9y,no,no,no,cellular,aug,thu,188,2,999,1,failure,-2.9,92.20100000000001,-31.4,0.851,5076.2,0
a992d11ec8e7613574a4645522015265,46,admin.,divorced,high.school,unknown,no,yes,telephone,may,mon,178,5,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
7cdf7644fa8682be7dc0d3c6d019e597,33,admin.,single,university.degree,no,no,no,cellular,aug,fri,398,5,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
2c7d88f010e8ae797ebee82eeffc5ee6,30,student,single,university.degree,no,yes,no,telephone,jun,wed,1062,4,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
5926a4e2c8ab1cb9d25d5de996306383,33,technician,divorced,professional.course,no,yes,no,telephone,may,mon,110,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
ef4dc4d7f0712d338f987033dc517744,27,unemployed,single,university.degree,no,yes,no,telephone,jul,mon,158,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
772b4d8f59253268396350c40539143e,60,blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu,187,2,999,0,nonexistent,-1.7,94.027,-38.3,0.899,4991.6,0
4e69b5b834e3866d45a717110378e60f,51,unemployed,married,basic.9y,no,no,no,cellular,aug,fri,81,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
229e909bcd61e0d419293efc37aa2266,43,admin.,single,high.school,no,no,no,cellular,apr,tue,487,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,0
6fa6d937102251cb1c755a08504b3367,52,blue-collar,married,basic.4y,no,no,no,telephone,aug,thu,4199,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1
b2bd350d30ccc7f85f400da8ca91812a,47,management,married,basic.4y,no,yes,no,cellular,jul,mon,130,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
36996a9cc446ce110f5a87375c0a96a6,44,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,33,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
84470e2f64175d547f60eadef84e9fdb,47,admin.,married,university.degree,no,yes,no,cellular,nov,wed,93,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0
938b1d5855f29bf8dcfbc6a82d3b20b7,23,admin.,single,university.degree,no,yes,no,cellular,apr,wed,219,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
3bc8c10a0aa5adb316e62bbd8b589f62,55,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,thu,23,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
614937e31945b9bf1b46d285db9b8a90,32,self-employed,married,professional.course,no,no,no,telephone,jun,tue,129,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
b6c313effa307ed2881e27a566dd9d24,28,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,mon,173,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0
0f4f591c63149c0ea4311bd52ad8e3de,34,entrepreneur,single,basic.9y,no,no,no,cellular,nov,wed,191,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0
56d4d48747d28df773faa9c4a6ba3462,45,housemaid,married,university.degree,no,yes,no,telephone,apr,fri,460,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
3e50134d992569bebe193c1986d40900,23,services,single,high.school,no,no,no,cellular,jul,thu,796,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,0
0e9e77b301e9ae754e18df09e72c32f5,44,admin.,married,basic.9y,unknown,yes,yes,cellular,aug,thu,452,6,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,1
1b00cc34df208f978f5c1400ffef4c65,45,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,99,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
84a4527b4906cf78272af1c198c9a22a,43,admin.,married,university.degree,no,yes,no,cellular,nov,mon,414,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
ceafe23c575adbb6051c1c9fee9f8c56,42,technician,divorced,university.degree,no,yes,no,cellular,aug,mon,57,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
7c43f3bb3d98b41ecfd444f6391d5cda,32,services,married,high.school,unknown,no,no,telephone,jun,mon,1137,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1
649b10c71c068dbf58a2b9937c376469,55,technician,married,professional.course,unknown,no,no,cellular,jul,mon,240,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,0
111310aad95d2270b78c93882f441bf1,47,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,fri,1161,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
5ff2a4943bc78260e67fa2b89f192f90,33,services,single,high.school,no,no,no,cellular,nov,tue,105,1,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
1dc2923e45057e571e0a358f10edcd5c,38,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,mon,464,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
a05a8062d6d6d8d2a4f986ec6f8a1c34,46,admin.,married,university.degree,no,yes,no,cellular,aug,thu,445,3,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8290000000000001,5076.2,1
b577f817aeb23517655c0afef0352353,50,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,jul,thu,90,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,0
9e2cbbf55cc8386dfdfae09752f79316,30,admin.,married,high.school,no,yes,no,cellular,nov,wed,193,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
59f7c553a536814e032ab23d0e958c9c,46,services,married,unknown,unknown,yes,no,cellular,aug,mon,111,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
f96c44eb2aac00aa12ecb5663ab7b760,59,retired,married,unknown,unknown,no,no,cellular,jul,wed,177,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,0
afdc8393b19c99cfbc43846dc90460bd,23,admin.,single,university.degree,no,yes,no,cellular,apr,wed,71,7,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
692dc5b22df88a61de9a06bbbffa0a49,30,student,single,university.degree,no,yes,yes,cellular,aug,thu,358,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
a3d3584d841225ad4ae0b9d25d953591,39,management,married,university.degree,no,yes,no,cellular,may,thu,55,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,0
714648d2aa2d73c96e0bf598fe1947a3,54,admin.,married,university.degree,no,no,no,telephone,may,wed,388,7,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
ac66a1b16a4553a250bd39bf85f91828,57,management,married,university.degree,no,yes,no,cellular,aug,thu,203,17,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
54a51dbcc3c44b63adb67716a0c49931,45,unknown,married,unknown,no,no,no,telephone,may,thu,208,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
3096c3aa6ff07e16d6fed5384ab8cfe9,28,admin.,single,high.school,no,no,no,telephone,jun,wed,284,8,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
b013db1ad74a5a9df042c90f1b78e0f8,35,technician,single,professional.course,no,yes,no,cellular,aug,thu,493,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
0708ebdb67da7bcd788a6979b856230c,44,self-employed,married,professional.course,no,no,no,telephone,may,thu,626,6,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
c4388987e948117d5429e060f7206fb6,53,services,married,high.school,no,no,yes,cellular,jul,wed,159,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,0
181c56b58d7e01d84de338ce142891ce,26,services,single,high.school,no,yes,no,cellular,may,thu,177,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,0
2caadefbb186f87179fdde64f947696f,34,services,married,basic.4y,no,yes,no,cellular,nov,thu,80,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
2972ef99c343ec61d765b38e0de66455,38,housemaid,married,basic.4y,no,no,no,cellular,aug,thu,231,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
e4cdc9fb499d1a5df38d5e534768ada3,33,admin.,single,high.school,no,yes,no,cellular,aug,tue,167,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
c20019258ca235d2408334dfbc5e67e3,35,services,divorced,high.school,no,yes,no,telephone,may,mon,194,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
4e2041352fd0d39aed7594c80257e22c,37,blue-collar,single,basic.9y,unknown,no,no,telephone,may,thu,96,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
de132033cf75e3d3c8904e06aae59cc5,48,blue-collar,married,basic.4y,no,yes,no,cellular,jul,tue,264,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,0
a26899d0794114e20ebe9f16c1a4f325,30,admin.,single,university.degree,no,no,no,cellular,aug,tue,156,1,999,2,failure,-2.9,92.20100000000001,-31.4,0.883,5076.2,0
70181c1d7edfc1ca3e809c2e493f6dd2,31,admin.,single,university.degree,no,yes,yes,telephone,jun,fri,282,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
026f23b25ddb448429bfda274b558145,54,self-employed,married,high.school,no,no,no,cellular,aug,thu,89,4,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
e1d4dce11117f9b54d504fe90a4c1537,38,unemployed,married,basic.4y,unknown,no,no,telephone,jun,thu,55,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
ba11b834657837fe246e6c1571e00e5e,36,entrepreneur,married,high.school,no,yes,no,telephone,nov,mon,104,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
5de1516c1ff478883fae868b8c8574e2,32,management,single,university.degree,no,yes,yes,cellular,nov,fri,92,2,999,1,failure,-3.4,92.649,-30.1,0.718,5017.5,0
ff778430d64fcd21d8768ad45cf8b4f6,36,technician,single,professional.course,no,unknown,unknown,cellular,aug,tue,217,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
1590403ed1765913701bfe7716eb14c0,29,technician,single,high.school,no,yes,no,cellular,aug,wed,212,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
c9aa2dc384e2771b43007ee7d08f8ce6,46,student,single,unknown,no,yes,no,cellular,jul,fri,587,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
97150c5f7764865443f3781ca8ec0164,34,student,single,university.degree,no,no,no,cellular,aug,thu,387,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
63154d68494cf668da9f3e331b6fd8ac,36,blue-collar,single,basic.9y,no,no,yes,telephone,nov,wed,590,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
9c47c4bf9bcd7cc0bf702ff109c6e6ca,32,management,single,university.degree,no,yes,no,telephone,mar,tue,230,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6869999999999998,5099.1,0
6da5fc17ba1bc369d900c0227b51d56f,57,self-employed,married,university.degree,no,no,yes,cellular,jul,thu,1441,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,1
72f667298a346aae6256a744446d57b1,26,admin.,single,university.degree,unknown,no,no,telephone,may,fri,329,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
0675849b6f08ad701a59dc35f8faab8b,45,management,married,university.degree,no,yes,no,telephone,may,thu,4,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
2fdd2700b307626ae77da753f7cc77d7,27,admin.,single,high.school,no,yes,no,cellular,may,fri,340,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0
9741cc442a5c72a7211967bca3e413ac,37,management,married,university.degree,no,yes,no,telephone,may,wed,189,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
4ae62511c4a068c1e412154b248814c8,37,blue-collar,married,professional.course,no,no,no,cellular,may,mon,114,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,0
dd86fcf0497a89fc59cde964e8faaf80,26,technician,married,university.degree,no,no,no,telephone,jul,thu,270,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,0
4775bf08b7d8ff065e250acb5c673852,37,entrepreneur,single,university.degree,no,no,no,telephone,may,fri,129,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
b67b8d65fd41ce9b85e48b0db42b0814,42,admin.,divorced,high.school,no,yes,no,telephone,may,wed,15,5,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
80802b088528adf260a52f1563f68b85,44,services,married,high.school,no,yes,no,telephone,may,tue,1030,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1
e10da62e7a6625953521de672c682caf,53,admin.,married,high.school,unknown,no,no,cellular,jul,thu,61,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,0
b649c55e8c57a5fd31b43f739cef7636,47,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,tue,388,9,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
09ed420d26c4c156f1353d0961455cad,46,management,married,university.degree,no,no,no,cellular,jul,mon,89,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
0a1559ddd346143aa4b78f03f4b79734,38,services,single,basic.9y,unknown,yes,no,telephone,may,wed,203,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
3e5112e70b2c1d8dd2d7fd05ddab8cf6,36,technician,single,professional.course,no,no,no,cellular,aug,mon,444,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1
c3d25fe0bf2ad6d9b0fa292245ebe1af,45,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,wed,163,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
5955c51bf2fdca90110adff0a6fd06f9,59,blue-collar,married,basic.4y,no,no,no,cellular,mar,tue,237,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.51,5099.1,1
09c9bb543a90ab4089bb06358e775d89,48,admin.,married,university.degree,no,yes,yes,cellular,aug,wed,87,4,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
5ac68afed469ed17510e1bade047ce25,29,admin.,single,university.degree,no,yes,no,telephone,jul,mon,310,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
776502cd2009cf3cbe8edd24c4075ae1,31,blue-collar,married,basic.6y,no,no,yes,telephone,may,wed,795,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,1
1b0eecc8cf818c9225bb323460799d32,31,admin.,single,university.degree,no,yes,no,cellular,nov,thu,114,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
69b7bc0c16842c59ceafc32e76199e63,32,management,single,basic.4y,no,no,no,telephone,may,mon,73,7,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
9ec6ad70d4405ae30898b939ba068357,48,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,mon,69,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
ee362e15ac5980d4e47ecde86bfa30aa,51,admin.,married,university.degree,no,no,no,cellular,jul,thu,396,4,999,1,failure,-1.7,94.215,-40.3,0.899,4991.6,1
7510e0b4bf4694e5b670a589e46e8727,40,admin.,divorced,basic.9y,no,yes,no,cellular,may,thu,688,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,1
11999967e986e46dd2480f807aba8564,38,admin.,married,basic.6y,no,no,yes,telephone,nov,mon,204,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
f374be5eb0cc764e74533053517dc246,34,admin.,single,high.school,no,yes,no,telephone,may,wed,49,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
72674dd03590a9288cb054cdae9efc34,37,unemployed,married,professional.course,no,no,no,telephone,may,tue,118,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
762f4d2c3a1d6a4c8d273574fcc43154,31,management,single,professional.course,no,yes,no,telephone,may,fri,256,6,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0
d86256526904b37cbad8b746d1013eac,33,admin.,married,high.school,no,no,no,cellular,may,wed,316,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
fdfec3a6e3c77eecaa76f23ea34ffc71,44,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,169,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
c4e4f86f732fd5873e050500e18bb414,49,entrepreneur,married,university.degree,no,no,no,telephone,jun,mon,171,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
85fa35cf530ec620814dd5e6a9ee4820,64,retired,married,professional.course,no,no,no,cellular,jun,tue,222,1,999,3,failure,-1.7,94.055,-39.8,0.7609999999999999,4991.6,1
4542d21a9b81bb5c04c20f9725a8896c,20,student,single,high.school,no,no,no,cellular,jul,wed,74,1,999,0,nonexistent,-2.9,92.469,-33.6,1.0290000000000001,5076.2,0
2c96d3813e3924eec86674f82f223136,30,services,single,high.school,no,yes,no,cellular,may,fri,159,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,0
155ef43a0b3bf4046448a1c9159e7f10,31,services,single,high.school,no,yes,no,cellular,nov,thu,67,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
897208d5df122e307ab837d982b2c085,43,services,married,high.school,no,no,no,telephone,may,mon,93,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
fdb41444b35e1492df719ee1bcd75eae,48,admin.,divorced,university.degree,no,yes,no,cellular,jul,wed,121,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,0
07fb3ef00a2e43a208053b972bf88758,42,entrepreneur,single,university.degree,no,yes,no,cellular,nov,wed,145,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
f47863b53a54c897ac0e768714a8a88f,32,admin.,single,university.degree,no,no,no,cellular,may,wed,183,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.27,5099.1,0
c3c3bd5dc14d68ecf9cac6bf2787c7f1,37,services,married,high.school,no,no,no,telephone,may,thu,1187,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
53aa34a677fa460a307962902700d2fd,59,retired,divorced,basic.4y,no,yes,no,cellular,may,fri,27,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,0
45ad813c887294a1c5c88358f6e6fd12,25,technician,single,professional.course,no,no,no,telephone,may,thu,22,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
e1e1464ac6f5cf910f5f04ad82ba0a8b,18,student,single,basic.9y,no,yes,no,cellular,aug,tue,642,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,5076.2,1
bb1679c7d91dbdf266225447e8803873,54,blue-collar,married,basic.4y,no,yes,yes,cellular,aug,tue,53,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
b1dc6aa5c30aabf512c14d9c6e3b378b,36,blue-collar,married,basic.9y,no,yes,no,telephone,jul,thu,77,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,0
86bf6580197c31c5c6c4f640a952f1aa,57,admin.,married,high.school,unknown,yes,no,cellular,aug,mon,166,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
65417194f6d766568524ce96d0511311,48,technician,married,basic.4y,unknown,no,no,telephone,may,tue,118,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
c9a7169807ec50c84339235d4f7228d2,55,retired,married,basic.6y,unknown,yes,no,telephone,jul,tue,554,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
c163a421324c002cf20eef56577258ba,30,blue-collar,single,high.school,no,no,no,cellular,nov,mon,94,1,999,2,failure,-3.4,92.649,-30.1,0.7140000000000001,5017.5,0
f63ce5cb165a31f9f4b28dc07f02e7b9,28,technician,single,professional.course,no,yes,no,cellular,jun,tue,318,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1
cd3a8d1f62d7fa83f1143ae85167b707,33,self-employed,single,high.school,no,yes,yes,cellular,may,tue,113,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,0
0e10841d08356d105aec98c4bc9e6c61,31,admin.,divorced,high.school,no,yes,no,cellular,may,mon,274,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0
e424181237deefc9723af7239b5f40f0,32,admin.,single,high.school,no,no,no,cellular,jul,thu,85,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,0
83e0cba63de0511e1f933e9a662afaaa,52,services,divorced,basic.6y,no,no,no,telephone,may,tue,393,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
18b853b07a4e1af0210dcc7e183cb6e1,54,housemaid,married,basic.9y,no,yes,yes,cellular,nov,wed,133,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
e6198d50284fda094898d92cd867a2e5,39,technician,single,professional.course,no,yes,no,cellular,aug,thu,91,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
8de96649e6b3c3eb35a462fdb2c8d280,31,admin.,married,university.degree,no,no,no,cellular,aug,thu,36,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
237f1f75eaefc22a05a789a438066b9c,50,services,married,professional.course,unknown,yes,no,telephone,may,fri,211,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
2c7263b210a5b480a74be0365abae275,46,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,431,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
6f202826f3260db9e702a70359c34da1,34,admin.,married,university.degree,no,no,no,cellular,aug,mon,1238,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1
2cca8afae07f41b3a45c92cb9cced203,46,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,tue,58,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
fe973699c21d0b15506956c8b15f24d2,44,blue-collar,divorced,basic.4y,unknown,yes,yes,cellular,apr,mon,542,3,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,0
e177e0a843ad6bc9446e785c993584cc,68,retired,married,high.school,no,yes,no,cellular,apr,mon,194,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
97df68b9a18f2f471d32189e6ce984e7,26,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,209,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
fa523cbf991885be600b5f3fec2222d7,30,technician,single,unknown,no,yes,yes,cellular,may,wed,324,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
948ff7d3e9d3a2eb3456fdbaea31d68c,27,admin.,single,professional.course,no,yes,yes,telephone,jun,fri,103,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0
99c06b4c4b2ab452c5b24187fd7456f1,57,blue-collar,married,basic.4y,no,yes,yes,telephone,may,tue,647,7,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
2b96f5026a0cced960bece2e6713d5b6,59,housemaid,married,basic.4y,no,no,no,telephone,oct,tue,2187,1,999,0,nonexistent,-3.4,92.431,-26.9,0.737,5017.5,0
22b49d661358e6720f5c22f40a94037b,48,admin.,divorced,university.degree,no,yes,no,cellular,may,thu,590,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,0
f62f38d1d65070d1f179a54e68172208,27,admin.,married,university.degree,no,unknown,unknown,telephone,jun,thu,240,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
42ff92d44c857f8a46f4755028143683,42,admin.,married,basic.4y,no,no,no,telephone,jun,thu,477,7,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
3279006540397064b1a36e7bc267eefb,57,technician,married,professional.course,no,yes,no,cellular,may,mon,190,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0
500c0b35e18aa413be2fb7bd945d9e3a,46,technician,married,university.degree,no,no,no,telephone,jul,wed,60,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
e6e93138eac3b62b95c753ed6db689ae,60,retired,married,basic.4y,unknown,yes,yes,cellular,aug,mon,115,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
5b43af8a760237bfa18e61b09c0d8285,55,services,married,unknown,unknown,yes,no,cellular,aug,wed,341,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
5bfac0a9e7069aad8d3e719c836bf2e0,55,admin.,single,high.school,no,yes,no,cellular,apr,tue,461,2,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,0
3e270a61bda7f967ae70e5823b171572,36,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,57,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
0d53ca6569f570bf7f462e8c7fdd219d,40,management,married,university.degree,no,yes,no,cellular,nov,fri,175,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0
cfd364a749d46d77612a584ce8dfcc84,61,retired,married,basic.4y,no,yes,yes,cellular,aug,fri,374,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8490000000000001,5076.2,1
e18d2a6f7f0841af61b21e8941c59780,40,services,divorced,high.school,no,no,no,telephone,may,fri,456,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
292a1ed3fa2c2373446ea555f6b6d3c0,56,retired,married,professional.course,no,unknown,unknown,cellular,oct,thu,181,1,6,1,success,-3.4,92.431,-26.9,0.733,5017.5,1
3e56825066b94eba385d5b5d14600d96,24,student,single,high.school,no,yes,no,cellular,may,tue,113,2,999,2,failure,-1.8,93.876,-40.0,0.682,5008.7,0
85f5fc24187e4bf73b9425446c6e1744,40,services,married,basic.6y,unknown,no,no,cellular,jul,mon,209,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,0
70a0d29f9ab142d12a557afff89021b3,29,admin.,single,university.degree,no,no,no,cellular,may,wed,142,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,0
2543376435b4de4e739953b983af8446,37,services,single,basic.9y,no,no,no,cellular,may,tue,247,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,0
2a701174da9c2b43abc803280eb39d29,40,management,married,university.degree,no,no,yes,cellular,aug,mon,121,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.884,5076.2,0
